Tweet,sentiment
RT @StLouisBlues: Check out the latest construction progress of the St. Louis Community Ice Center in Maryland Heights! https://t.co/sjXGkc…,1
@StLouisBlues I wonder if St. Louis Metro Bus number 34 will have a stop at the new St. Louis Blues practice facility?,0
"Walter Davis (March 1, 1911 – October 22, 1963) an African American blues singer and pianist. Born in Grenada, Mississippi he died in St. Louis, Missouri.
Davis had a rich singing voice that was as expressive as the best of the Delta blues vocalists. https://t.co/VPuyFJEl2o",1
RT @StLouisBlues: Check out the latest construction progress of the St. Louis Community Ice Center in Maryland Heights! https://t.co/sjXGkc…,1
RT @StLouisBlues: Check out the latest construction progress of the St. Louis Community Ice Center in Maryland Heights! https://t.co/sjXGkc…,1
RT @epifanycx: We're thrilled to officially announce our partnership with the @NHLCanes! Beginning with Friday's game against the St. Louis…,1
RT @StLouisBlues: Check out the latest construction progress of the St. Louis Community Ice Center in Maryland Heights! https://t.co/sjXGkc…,1
RT @StLouisBlues: Check out the latest construction progress of the St. Louis Community Ice Center in Maryland Heights! https://t.co/sjXGkc…,1
Check out the latest construction progress of the St. Louis Community Ice Center in Maryland Heights! https://t.co/sjXGkcGV84,1
RT @STLBlueshistory: Barret Jackman congratulated by Chris Pronger &amp; Bob Plager for setting St Louis Blues record games by Defensemen on Fe…,0
@AlaskaAir Nonstop from St. Louis to Seattle!! Happy Blues Fan! #LGB #iFlyAlaska #AlaskaHappyHour https://t.co/SZuThYvVK3,1
RT @STLBlueshistory: Reed Low (@ReedLow34) Set the St Louis Blues single game/period record PIMs (57) February 28 2002 vs Calgary Flames.…,0
RT @STLBlueshistory: Reed Low (@ReedLow34) Set the St Louis Blues single game/period record PIMs (57) February 28 2002 vs Calgary Flames.…,0
"RT @STLBlueshistory: Tony Twist interview between periods from St Louis Blues 4-3 Win vs Colorado Avalanche December 6 1996.

Mike Keenan b…",1
"RT @IslesBlog: Larry Brooks is a HOF writer, but in that column he compared St. Louis Blues fans booing Wayne Gretzky after the Great One l…",1
"RT @TheHockeyNews: The Blues' rise from basement team to contender is one of the most improbable stories of the season, and it's being led…",1
"RT @IslesBlog: Larry Brooks is a HOF writer, but in that column he compared St. Louis Blues fans booing Wayne Gretzky after the Great One l…",1
"RT @TheHockeyNews: The Blues' rise from basement team to contender is one of the most improbable stories of the season, and it's being led…",1
"RT @IslesBlog: Larry Brooks is a HOF writer, but in that column he compared St. Louis Blues fans booing Wayne Gretzky after the Great One l…",1
"Larry Brooks is a HOF writer, but in that column he compared St. Louis Blues fans booing Wayne Gretzky after the Great One left STL (18 regular season games) for NYR to John Tavares leaving the Islanders.

#Isles",1
RT @epifanycx: We're thrilled to officially announce our partnership with the @NHLCanes! Beginning with Friday's game against the St. Louis…,1
"@allychialastri You must immediately throw a bread party and invite @jennafischer. I will, of course, also be invited so we can talk about the St. Louis Blues and how great of a job Craig Berube is doing as coach.",1
RT @epifanycx: We're thrilled to officially announce our partnership with the @NHLCanes! Beginning with Friday's game against the St. Louis…,1
"CELEBRATING BLACK HISTORY MONTH with ‘St. Louis Blues,’ featuring the only known film appearance by the great Bessie Smith, now streaming on @cohenmediachannel #BlackHistoryMonth #StLouisBlues #BessieSmith https://t.co/X82OIUytJV",1
"@a_dub_STL @VincestlouisV Sports is literally the only reason anyone goes to St. Louis. The city is a desolate, crime ridden ghost town when there isn’t a blues or cards game. I say this is a city property owner.",0
Brilliance of Blues’ Binnington can’t be ignored as St. Louis continues charge up standings @StLouisBlues https://t.co/Ey3gYWZf31,1
RT @STLBlueshistory: Reed Low (@ReedLow34) Set the St Louis Blues single game/period record PIMs (57) February 28 2002 vs Calgary Flames.…,0
RT @STLBlueshistory: Barret Jackman congratulated by Chris Pronger &amp; Bob Plager for setting St Louis Blues record games by Defensemen on Fe…,0
RT @STLBlueshistory: Reed Low (@ReedLow34) Set the St Louis Blues single game/period record PIMs (57) February 28 2002 vs Calgary Flames.…,0
RT @ArchCityMedia: St. Louis Community Ice Center making significant progress https://t.co/Tpqua7MJpt,1
"We're thrilled to officially announce our partnership with the @NHLCanes! Beginning with Friday's game against the St. Louis Blues, Caniacs will be able to leave post-game feedback  through the NHL mobile app!",1
"RT @FSMidwest: #stlblues assign Blais to @sarampage, a possible sign Perron or Schenn could be ready to return -&gt;&gt; https://t.co/9Kj4pIheeI",1
A performance of our first original at the @NatBluesMuseum here in St Louis. Look us up on https://t.co/UbQlEyp2GN &amp; Little Dylan on YouTube. Doing our part to keep that OldSkool Blues &amp; Soul Music alive!!! https://t.co/QDS3p4eiFr,1
"#stlblues assign Blais to @sarampage, a possible sign Perron or Schenn could be ready to return -&gt;&gt; https://t.co/9Kj4pIheeI",1
St. Louis Community Ice Center making significant progress https://t.co/Tpqua7MJpt,1
"Hailing from St. Louis, MO, Aaron Kamm and the One Drops merge flavors of Roots Reggae, Mississippi River Blues, Improv-laced Jams, and Soulful Vocals. With their high-energy... https://t.co/JXU0ZdB5JC",1
@TSN1200 He'll look good in a St'Louis Blues jersey in 3 years.,1
RT @STLBlueshistory: Reed Low (@ReedLow34) Set the St Louis Blues single game/period record PIMs (57) February 28 2002 vs Calgary Flames.…,0
St. Louis is a beautiful place to visit! Check out a Blues game if you get the chance! #3500EDGEGeorge https://t.co/VwvwhpN0Dl,1
RT @STLBlueshistory: Barret Jackman congratulated by Chris Pronger &amp; Bob Plager for setting St Louis Blues record games by Defensemen on Fe…,0
RT @kuklaskorner: Brilliance of Blues’ Binnington can’t be ignored as St. Louis continues charge up standings https://t.co/ANGJp0isal via @…,1
BREAKING: Sammy Blais is sitting in a drone programmed to circle the greater St. Louis area just in case the Blues need him again on short notice. #stlblues https://t.co/ujCBprM1t9,1
The St. Louis Blues got hot just in time to make a playoff run this year. The team is finally gelling and they look like a dangerous force. #3500EDGEGeorge,0
"BREAKING: Sammy Blais has again been recalled by the St. Louis Blues. BREAKING; Sammy Blais been assigned to San...no wait, he's been recalled by...no he's been reas...oh come on. #stlblues https://t.co/k3M9CGUysA",0
"Emergency Loan → Minors
Samuel Blais (RW) | St. Louis Blues
#STLBlues

https://t.co/EjZ8NnbFE7",0
@ThatJoshArnold - Your St. Louis Blues do something wonderful: https://t.co/UxacSltSRD,1
"The Blues' rise from basement team to contender is one of the most improbable stories of the season, and it's being led by goaltender Jordan Binnington, who can't be ignored, writes @THNJaredClinton

https://t.co/oxe3LpaMRr",0
@CanadaSpanish Does this mean you will become a St. Louis Blues fan and leave the Flames behind?,1
RT @STLBlueshistory: Barret Jackman congratulated by Chris Pronger &amp; Bob Plager for setting St Louis Blues record games by Defensemen on Fe…,0
Brilliance of Blues’ Binnington can’t be ignored as St. Louis continues charge up standings https://t.co/ANGJp0isal via @thehockeynews,1
"@PuckSoupPodcast St. Louis Blues: Mike Keenan as head coach 94, 95, 96.  We had a great core AND goal-tending but his ""Iron"" ass ran good players and fan favorites out of town.  Instead of a Cup, all I have is memories of rental player Wayne Gretzky wearing the shitty 90s sweater.",1
"@HasBeenSports Alexa: How many seasons has it been since the Blues were in the Stanley Cup Finals

*Alexa voice* It has been 51 seasons for the St. Louis Bitches...I mean Blues",0
Happy 49th birthday to my Dad! Excited to say that we are going to see the St. Louis Blues take on the Dallas Stars on Saturday https://t.co/xtCf3anall,1
Use code 29SHIP for free shipping on these St. Louis Blues St Patrick's Day item! #stlblues https://t.co/fXYyZw96la,1
That regulation loss was against the Penguins on January 30. The 3-weeks ago losses were games against the Golden Knights and St. Louis Blues.,0
RT @STLBlueshistory: Reed Low (@ReedLow34) Set the St Louis Blues single game/period record PIMs (57) February 28 2002 vs Calgary Flames.…,0
RT @STLBlueshistory: Reed Low (@ReedLow34) Set the St Louis Blues single game/period record PIMs (57) February 28 2002 vs Calgary Flames.…,0
#ListenNow on Sophisticated Ape Radio St Louis Blues by Ferera and Paaluhi #Rock #Blues #Jazz #Weird https://t.co/7Jo51aixXM,1
RT @STLBlueshistory: Reed Low (@ReedLow34) Set the St Louis Blues single game/period record PIMs (57) February 28 2002 vs Calgary Flames.…,0
"Reed Low (@ReedLow34) Set the St Louis Blues single game/period record PIMs (57) February 28 2002 vs Calgary Flames.

Low's 57 minutes in Penalties is tied for the 2nd most in a NHL game.

Video from @FSMidwest

#stlblues https://t.co/p4EhLcAAjf",0
"Barret Jackman congratulated by Chris Pronger &amp; Bob Plager for setting St Louis Blues record games by Defensemen on February 28 2013.

#stlblues https://t.co/UJKfvvNGbL",0
"February 28 1981 St Louis Blues vs Washington Capitals

Jorgen Pettersson recorded a Hat Trick &amp; broke Blues Rookie record Goals (Wayne Babych).

Wayne Babych broke the Blues season record Goals (Chuck Lefley).

#stlblues https://t.co/aeUqifVs57",0
"Red Berenson recorded his 5th &amp; final Hat trick in his 500th game played for St Louis Blues on February 28 1978 in 7-1 Win vs the Minnesota North Stars.

#stlblues https://t.co/ERr3gs7o8K",1
Brilliance of Blues’ Binnington can’t be ignored as St. Louis continues charge up standings https://t.co/DieqCKXizc https://t.co/0LSQ34QfWs,1
"RT @ConnerStreeter: With the St Louis Blues 11th win in a row tonight, $100 at the start of the streak would now be rolled up to $141,842.…",1
Honestly St. Louis blues fans are the worst. 😂,1
@UpperDeckHockey trying to build a set of all St. Louis Blues Young Guns that have ever been made. I’ve identified 48 cards and I have 15. The players that only played a short time are the tough ones to find. Can you offer some help? Maybe send to other followers?,1
So downtown St. Louis had this great ancient downtown YMCA. I hooped noon ball there whenever I was in town for Blues/Cards/Rams coverage. Good hoop. Old Y too. Running track above.  Hot as hell. https://t.co/zbeNgBKsbS,1
"I joke cuz I saw a ton of old St. Louis Blues. As a kid, felt North Stars played em 57 times a year in the Norris. https://t.co/zbeNgBKsbS",1
RT @daniel_doelling: Made you things to help you remember the dates for when the @StLouisBlues win all their games in March https://t.co/um…,1
Here we go with that St. Louis Blues bullshit...haha. Great franchise. Portland TrailBlazers of NHL minus the title. Made playoffs 20? Years in a row? https://t.co/hbqGTaQTEN,1
"RT @ConnerStreeter: With the St Louis Blues 11th win in a row tonight, $100 at the start of the streak would now be rolled up to $141,842.…",1
@Shotgun831 @PredsNHL As a Blues fan I have been impressed by our past few wins against Nashville but I'll be damned if I didn't say Saros was a stud that game. Of course I rooted for St. Louis when we scored in the 3rd but I equally felt bad for Saros because he played his ass off.,0
"RT @TheNineNetwork: Hey Blues Fans, Do you remember watching the @StLouisBlues play at the Checkerdome? It was imploded 20 years ago on Feb…",1
Crazy stats for St Louis Blues goalie Jordan Binnington https://t.co/OS2v153bdv,0
"RT @NookyJones: St. Louis! We’re coming down to party with y’all for the first time on March 14th. See you at BB’s Jazz, Blues &amp; Soups! htt…",1
"RT @STLBlueshistory: Tony Twist interview between periods from St Louis Blues 4-3 Win vs Colorado Avalanche December 6 1996.

Mike Keenan b…",1
"@MichaelDelZotto @StLouisBlues Welcome to the St. Louis Blues Michael! I hope your experience will help us win our first Stanley Cup this year. Congratulations on becoming a Blue, you will love being here. We’re extremely passionate about our team, can I get a #LGB from our newest Blue?",1
booked a flight to st. louis!! gonna see some blues hockey and some friends in a few weeks!,1
RT @daniel_doelling: Made you things to help you remember the dates for when the @StLouisBlues win all their games in March https://t.co/um…,1
"RT @STLBlueshistory: Tony Twist interview between periods from St Louis Blues 4-3 Win vs Colorado Avalanche December 6 1996.

Mike Keenan b…",1
We had a great time serving the St. Louis Blues for Casino Night benefiting @stlchildrens! Fun fact: Tarasenko goes for two scoops of tortellini! #stleats #stlblues  @ Enterprise Center — at Enterprise Center https://t.co/kxXwCVFheZ,1
St. Louis Community Ice Center making significant progress! @StLouisBlues @NHL @LULionsHockey @StLCyclonesHky #StLouisAAABluesYouthProgram  https://t.co/ax1BIGhtlr,1
RT @daniel_doelling: Made you things to help you remember the dates for when the @StLouisBlues win all their games in March https://t.co/um…,1
"The St. Louis Blues have been surging through the #NHL standings and up the odds board. We take a look at why, and if there is value in banking on them! #SBD
https://t.co/txEXniYjiK",1
"RT @STLBlueshistory: Tony Twist interview between periods from St Louis Blues 4-3 Win vs Colorado Avalanche December 6 1996.

Mike Keenan b…",1
"RT @AndrewWalker650: In 20 games with the #Blues Jordan Binnington has 15 wins, 5 shutouts, a GAA of 1.61 and a save percentage of 94.  St.…",1
RT @daniel_doelling: Made you things to help you remember the dates for when the @StLouisBlues win all their games in March https://t.co/um…,1
The city of St. Louis hosting the NHL 2020 All-Star game is not only huge for the Blues and their fans but also for the City. #3500EDGERyan https://t.co/Eh9YMvvNx3,0
"RT @AndrewWalker650: In 20 games with the #Blues Jordan Binnington has 15 wins, 5 shutouts, a GAA of 1.61 and a save percentage of 94.  St.…",1
"RT @STLBlueshistory: Tony Twist interview between periods from St Louis Blues 4-3 Win vs Colorado Avalanche December 6 1996.

Mike Keenan b…",1
RT @StLouisBlues: That's four consecutive wins against Nashville for your St. Louis Blues! #stlblues take the season series 4-1. That deser…,1
"RT @ConnerStreeter: With the St Louis Blues 11th win in a row tonight, $100 at the start of the streak would now be rolled up to $141,842.…",1
"RT @AndrewWalker650: In 20 games with the #Blues Jordan Binnington has 15 wins, 5 shutouts, a GAA of 1.61 and a save percentage of 94.  St.…",1
"@LukeWalkitout Assuming I’m a hitter , St. Louis all around is great , you learn a lot about history as a Yankee which is cool, Dodgers was heart, truth they are all great places orioles and blues were awesome. With the teams that can afford him philly or LA, DC",1
"RT @Robert_LWOS: Latest by @rhcpmelanie
Michael Del Zotto Trade a Smart Move by The St. Louis #Blues 
https://t.co/MFq1xsrRga via @lastword…",1
"RT @TheHockeyNews: St. Louis has skyrocketed up the standings thanks in large part to the play of Jordan Binnington, and the 25-year-old ro…",1
"St. Louis has skyrocketed up the standings thanks in large part to the play of Jordan Binnington, and the 25-year-old rookie netminder continues to look unflappable as the Blues barrel towards the post-season, writes @THNJaredClinton

https://t.co/oxe3LpaMRr",1
"RT @STLBlueshistory: Tony Twist interview between periods from St Louis Blues 4-3 Win vs Colorado Avalanche December 6 1996.

Mike Keenan b…",1
"RT @STLBlueshistory: Tony Twist interview between periods from St Louis Blues 4-3 Win vs Colorado Avalanche December 6 1996.

Mike Keenan b…",1
"Tony Twist interview between periods from St Louis Blues 4-3 Win vs Colorado Avalanche December 6 1996.

Mike Keenan benched Brett Hull for this game.

#stlblues https://t.co/RraRp2qdlB",1
"@MichaelDelZotto @StLouisBlues Good luck, Michael, Blues are doing well so enjoy it in St. Louis. Blue looks good on you, almost as good as orange &amp; black.",1
St. Louis Community Ice Center making significant progress https://t.co/Xqt1VbXC4S via @NHLdotcom,1
"RT @lgbradio: The next LIVE YouTube show is tonight! 
9-ish PM Central.
Join us as in the chat as we have a LOT of fun St Louis Blues stuff…",1
RT @StLouisBlues: Join the party all season for Ticket Tuesday at @Hotshots_Bar! Customers can enter to win a pair of #stlblues tickets at…,1
RT @StLouisBlues: Join the party all season for Ticket Tuesday at @Hotshots_Bar! Customers can enter to win a pair of #stlblues tickets at…,1
"RT @TheHockeyNews: The Blues' rise from basement team to contender is one of the most improbable stories of the season, and it's being led…",1
"RT @TheHockeyNews: The Blues' rise from basement team to contender is one of the most improbable stories of the season, and it's being led…",1
RT @StLouisBlues: That's four consecutive wins against Nashville for your St. Louis Blues! #stlblues take the season series 4-1. That deser…,1
Brilliance of Blues’ Binnington can’t be ignored as St. Louis continues charge up standings https://t.co/nw99DsFWWW via @thehockeynews #stlblues #winnington,1
"RT @NookyJones: St. Louis! We’re coming down to party with y’all for the first time on March 14th. See you at BB’s Jazz, Blues &amp; Soups! htt…",1
St. Louis Community Ice Center making significant progress https://t.co/Swt8h1baRr,1
A Fun project. It’s nice to paint somthin different. This client wanted a somewhat replica of one of the masks I painted for @kidells1 while playing in St. Louis Blues. Simpson Motorcycle Helmets #mississippigulfcoast... https://t.co/6sznfGAFW3,1
"RT @AndrewWalker650: In 20 games with the #Blues Jordan Binnington has 15 wins, 5 shutouts, a GAA of 1.61 and a save percentage of 94.  St.…",1
"@BigDaddyDunn29 ""Alexa, how many Stanley Cups OR Conference Championships do the St Louis Blues have?""

0

""Alexa, who owned the St Louis Blues in the 2017 Secound Round?""

The Nashville Predators

""Alexa, what is the worst hockey fan base in the NHL?""

The St. Louis Blues",1
RT @kemperp88: As a person; who has experienced Alzheimer's in my family; I can say that this was a beautiful and inspiring moment. Glad to…,1
"In 20 games with the #Blues Jordan Binnington has 15 wins, 5 shutouts, a GAA of 1.61 and a save percentage of 94.  St.Louis has 19 games left.  What has to happen for him to be a LEGIT Calder contender.",1
"RT @TheHockeyNews: The Blues' rise from basement team to contender is one of the most improbable stories of the season, and it's being led…",1
RT @StLouisBlues: Join the party all season for Ticket Tuesday at @Hotshots_Bar! Customers can enter to win a pair of #stlblues tickets at…,1
"This Saturday Night join us for the after Mardi Gras Blues Party at SEVENS! Blues Rising Band is one of the premiere cover bands in St. Louis, playing everything Blues, Rock, R &amp; B, &amp; Motown. No Cover. https://t.co/iD50fOlUEs",1
RT @StLouisBlues: Join the party all season for Ticket Tuesday at @Hotshots_Bar! Customers can enter to win a pair of #stlblues tickets at…,1
RT @StLouisBlues: Join the party all season for Ticket Tuesday at @Hotshots_Bar! Customers can enter to win a pair of #stlblues tickets at…,1
Join the party all season for Ticket Tuesday at @Hotshots_Bar! Customers can enter to win a pair of #stlblues tickets at every Hotshots location during EVERY Tuesday Blues game this season. https://t.co/NRjGm3nKYX https://t.co/9iXOsrei2A,1
RT @StLouisBlues: That's four consecutive wins against Nashville for your St. Louis Blues! #stlblues take the season series 4-1. That deser…,1
"🚨 NEW PRODUCT ALERT 🚨 

St Louis Blues Tumblers in Opal White, Mint Green, Rose Gold and Stealth Black!!

Have the same line for St Louis Cardinals!!!

“These are so cute!” - Rebecca",1
"RT @TheHockeyNews: The Blues' rise from basement team to contender is one of the most improbable stories of the season, and it's being led…",1
"RT @lgbradio: The next LIVE YouTube show is tonight! 
9-ish PM Central.
Join us as in the chat as we have a LOT of fun St Louis Blues stuff…",1
"The next LIVE YouTube show is tonight! 
9-ish PM Central.
Join us as in the chat as we have a LOT of fun St Louis Blues stuff to talk about!

YouTube: https://t.co/BRdQs7ZCX0

#stlblues #hockey #nhl #letsgoblues #stlouisblues #podcast #winnington #Preds https://t.co/keiSBv7bZR",1
"RT @TheHockeyNews: The Blues' rise from basement team to contender is one of the most improbable stories of the season, and it's being led…",1
@TheAnaBraga @GoldenKnights The St Louis Blues site could use a fan like you!,1
"RT @TheHockeyNews: The Blues' rise from basement team to contender is one of the most improbable stories of the season, and it's being led…",1
"RT @TheHockeyNews: The Blues' rise from basement team to contender is one of the most improbable stories of the season, and it's being led…",1
"RT @TheHockeyNews: The Blues' rise from basement team to contender is one of the most improbable stories of the season, and it's being led…",1
"RT @TheHockeyNews: The Blues' rise from basement team to contender is one of the most improbable stories of the season, and it's being led…",1
"RT @TheHockeyNews: The Blues' rise from basement team to contender is one of the most improbable stories of the season, and it's being led…",1
"RT @TheHockeyNews: The Blues' rise from basement team to contender is one of the most improbable stories of the season, and it's being led…",1
"The Blues' rise from basement team to contender is one of the most improbable stories of the season, and it's being led by goaltender Jordan Binnington, who can't be ignored, writes @THNJaredClinton

https://t.co/oxe3LpaMRr",0
"Now Playing, Henry Townsend — All my money gone from Original St. Louis Blues Live #music #Blues",1
RT @StLouisBlues: That's four consecutive wins against Nashville for your St. Louis Blues! #stlblues take the season series 4-1. That deser…,1
"RT @TheNineNetwork: Hey Blues Fans, Do you remember watching the @StLouisBlues play at the Checkerdome? It was imploded 20 years ago on Feb…",1
RT @StLouisBlues: That's four consecutive wins against Nashville for your St. Louis Blues! #stlblues take the season series 4-1. That deser…,1
"RT @TheNineNetwork: Hey Blues Fans, Do you remember watching the @StLouisBlues play at the Checkerdome? It was imploded 20 years ago on Feb…",1
"RT @TheNineNetwork: Hey Blues Fans, Do you remember watching the @StLouisBlues play at the Checkerdome? It was imploded 20 years ago on Feb…",1
RT @StLouisBlues: That's four consecutive wins against Nashville for your St. Louis Blues! #stlblues take the season series 4-1. That deser…,1
"RT @PredsNHL: ""When your goalie is playing like that and he's keeping you in the game, he's giving you a chance and you don't get something…",1
RT @StLouisBlues: That's four consecutive wins against Nashville for your St. Louis Blues! #stlblues take the season series 4-1. That deser…,1
"RT @TheNineNetwork: Hey Blues Fans, Do you remember watching the @StLouisBlues play at the Checkerdome? It was imploded 20 years ago on Feb…",1
RT @StLouisBlues: That's four consecutive wins against Nashville for your St. Louis Blues! #stlblues take the season series 4-1. That deser…,1
"Had a great time last night with Serene and Randy at the St. Louis Blues hockey game, my first ever live hockey game. I'd definitely be willing to do that again :D",1
RT @StLouisBlues: That's four consecutive wins against Nashville for your St. Louis Blues! #stlblues take the season series 4-1. That deser…,1
RT @stlpublicradio: St. Louis Band Ms Hy-C &amp; Fresh Start Reflect On International Blues Challenge Win https://t.co/rRdH4gx0x7 via @STLonAir…,1
"RT @Robert_LWOS: Latest by @rhcpmelanie
Michael Del Zotto Trade a Smart Move by The St. Louis #Blues 
https://t.co/MFq1xsrRga via @lastword…",1
"St. Louis! We’re coming down to party with y’all for the first time on March 14th. See you at BB’s Jazz, Blues &amp; Soups! https://t.co/a2NPbmralq",1
"RT @PredsNHL: ""When your goalie is playing like that and he's keeping you in the game, he's giving you a chance and you don't get something…",1
RT @stlpublicradio: St. Louis Band Ms Hy-C &amp; Fresh Start Reflect On International Blues Challenge Win https://t.co/rRdH4gx0x7 via @STLonAir…,1
St. Louis Band Ms Hy-C &amp; Fresh Start Reflect On International Blues Challenge Win https://t.co/rRdH4gx0x7 via @STLonAir https://t.co/InDbl3UEUq,1
"RT @PredsNHL: ""When your goalie is playing like that and he's keeping you in the game, he's giving you a chance and you don't get something…",1
"RT @TheNineNetwork: Hey Blues Fans, Do you remember watching the @StLouisBlues play at the Checkerdome? It was imploded 20 years ago on Feb…",1
does anyone know the estimated weight of all the St. Louis Blues players put together? Jordan Binningtons back HAS to be sore,0
"RT @TheNineNetwork: Hey Blues Fans, Do you remember watching the @StLouisBlues play at the Checkerdome? It was imploded 20 years ago on Feb…",1
"@NHL @binnnasty @FanDuel AND IN FACT here's proof of another lie in 2014-2015 he played one game with st.louis blues on which he had a .750 save% in it, telling ya guys just rookie luck is all it is, this is not his rookie season, technically 2014-2015 when he was drafted and played the one game was. 😂",1
"Latest by @rhcpmelanie
Michael Del Zotto Trade a Smart Move by The St. Louis #Blues 
https://t.co/MFq1xsrRga via @lastwordonpuck #NHL #LWOS",1
RT @lastwordonsport: Michael Del Zotto Trade a Smart Move by The St. Louis Blues - https://t.co/LR9PePsCvQ via @LastWordOnPuck,1
RT @StLouisBlues: That's four consecutive wins against Nashville for your St. Louis Blues! #stlblues take the season series 4-1. That deser…,1
"RT @TheNineNetwork: Hey Blues Fans, Do you remember watching the @StLouisBlues play at the Checkerdome? It was imploded 20 years ago on Feb…",1
"@statsrespecter St Louis is hot rn, no doubt. Just like the Preds were in February and March last year, then they got real cold in April/May. I predict the Blues will suffer the same fate. They are peaking too early.",0
"RT @PredsNHL: ""When your goalie is playing like that and he's keeping you in the game, he's giving you a chance and you don't get something…",1
RT @StLouisBlues: That's four consecutive wins against Nashville for your St. Louis Blues! #stlblues take the season series 4-1. That deser…,1
"Binnington wins 7th at home
https://t.co/kqciLS88t2",1
"RT @PredsNHL: ""When your goalie is playing like that and he's keeping you in the game, he's giving you a chance and you don't get something…",1
"And in other news, THE ST. LOUIS BLUES AREN'T THINKING ABOUT A WILD-CARD SPOT. OR A TOP-3 SPOT. BUT THEY'RE THINKING ABOUT WINNING THE CENTRAL DIVISION.",1
"The NHL has mysteries this season. Some events are not easily explained. The Oilers? Lou Lamoriello standing pat?
https://t.co/3roBWjsC8Z",0
"RT @TheNineNetwork: Hey Blues Fans, Do you remember watching the @StLouisBlues play at the Checkerdome? It was imploded 20 years ago on Feb…",1
Michael Del Zotto Trade a Smart Move by The St. Louis Blues - https://t.co/LR9PePsCvQ via @LastWordOnPuck,1
"Mike Walton, suspended by the Maple Leafs last week for leaving the team, made a surprise appearance in the Toronto lineup last night as the Leafs edged the visiting St. Louis Blues 3-2. Ron Ellis scored the game-winner for Toronto with less than a minute and a half to play. https://t.co/DlxjFFMXwe",1
"RT @TheNineNetwork: Hey Blues Fans, Do you remember watching the @StLouisBlues play at the Checkerdome? It was imploded 20 years ago on Feb…",1
"RT @jjb_bluesman: Here is my next month for ya'll...come on out and let's celebrate life!

2/28 - Hammerstone's - Duo Show - St Louis Misso…",1
"RT @TheNineNetwork: Hey Blues Fans, Do you remember watching the @StLouisBlues play at the Checkerdome? It was imploded 20 years ago on Feb…",1
"Here is my next month for ya'll...come on out and let's celebrate life!

2/28 - Hammerstone's - Duo Show - St Louis Missouri 
3/1 - Hammerstone's - St Louis Missouri 
3/2 - BB's Jazz Blues… https://t.co/uaREvpj2ZQ",1
RT @StLouisBlues: That's four consecutive wins against Nashville for your St. Louis Blues! #stlblues take the season series 4-1. That deser…,1
"RT @TheNineNetwork: Hey Blues Fans, Do you remember watching the @StLouisBlues play at the Checkerdome? It was imploded 20 years ago on Feb…",1
"RT @TheNineNetwork: Hey Blues Fans, Do you remember watching the @StLouisBlues play at the Checkerdome? It was imploded 20 years ago on Feb…",1
"RT @PredsNHL: ""When your goalie is playing like that and he's keeping you in the game, he's giving you a chance and you don't get something…",1
"RT @KMOXSports: “Army believes in us so that gives us a load of confidence that this is our team and this is what we’re running with,"" #STL…",1
"Jordan Binnington made 19 saves for his fifth shutout this season for the Blues, a 2-0 win against the Predators. Wayne Simmonds made his Nashville debut after being acquired before the NHL Trade Deadline. https://t.co/yf3Bhi5EUI",1
"RT @ConnerStreeter: With the St Louis Blues 11th win in a row tonight, $100 at the start of the streak would now be rolled up to $141,842.…",1
"Donato, Wild defeat Blues in OT https://t.co/OcSoK7SgYR #mnwild",0
"RT @PredsNHL: ""When your goalie is playing like that and he's keeping you in the game, he's giving you a chance and you don't get something…",1
Kickstart your weekend with a Carolina Hurricanes game against the St. Louis Blues at home in Raleigh! The puck will drop at 7:30 PM EST this Friday night at the PNC arena so get tickets now. https://t.co/HrnvYsD7tq https://t.co/EZ7JEmzeES,0
RT @StLouisBlues: That's four consecutive wins against Nashville for your St. Louis Blues! #stlblues take the season series 4-1. That deser…,1
"The Battle In The Central: from Jeff Gordon of the St. Louis Post-Dispatch, These Central Division rivals are good for each other, despite their adversarial relationship. The surging Blues pushed the Nashville Predators to muscle up for the stretch run.… https://t.co/t2Mtc1jVKf",1
RT @StLouisBlues: That's four consecutive wins against Nashville for your St. Louis Blues! #stlblues take the season series 4-1. That deser…,1
"RT @PredsNHL: ""When your goalie is playing like that and he's keeping you in the game, he's giving you a chance and you don't get something…",1
RT @YoungPageviews: THATS A 4 POINT WIN  for Your St. Louis Blues!!! Jordan Binnington with ANOTHER shutout!!!! https://t.co/nT9h8pzuDf,1
"RT @TheNineNetwork: Hey Blues Fans, Do you remember watching the @StLouisBlues play at the Checkerdome? It was imploded 20 years ago on Feb…",1
RT @StLouisBlues: That's four consecutive wins against Nashville for your St. Louis Blues! #stlblues take the season series 4-1. That deser…,1
"RT @TheNineNetwork: Hey Blues Fans, Do you remember watching the @StLouisBlues play at the Checkerdome? It was imploded 20 years ago on Feb…",1
"RT @TheNineNetwork: Hey Blues Fans, Do you remember watching the @StLouisBlues play at the Checkerdome? It was imploded 20 years ago on Feb…",1
"On this day in 1999, carefully placed explosives &amp; weeks of planning all culminated in a cloud of dust &amp; a pile of debris when The Arena in St. Louis, Missouri was demolished. Opened in 1929, the ""Old Barn"" served as a home for several local sports teams, including the #Blues! https://t.co/WKaijjREfW",1
RT @StLouisBlues: That's four consecutive wins against Nashville for your St. Louis Blues! #stlblues take the season series 4-1. That deser…,1
RT @StLouisBlues: That's four consecutive wins against Nashville for your St. Louis Blues! #stlblues take the season series 4-1. That deser…,1
